unique_task_id,source_row,task_ref,project_id,task_group,task_type,to_package,association,cause,created_date,created_year,created_month,created_weekday,description_length,has_images,has_comments,has_documents,overdue_label,days_since_dataset_start,urgency_level,safety_classification,task_type_original
1328_T1.15800865,3631,T1.15800865,1328,Safety,Safety Notice (Amber) - General Issue,Main Contractor,FormAnswer,JPC - Safety - House Keeping,2019-06-26,2019,6,Wednesday,201,0,0,0,0,96,Not Specified,Behavioural Failure,Safety Notice (Amber) - General Issue
1328_T1.15800736,3632,T1.15800736,1328,Safety,Safety Notice (Amber) - General Issue,Carpentry,FormAnswer,JPC - Safety - House Keeping,2019-06-26,2019,6,Wednesday,70,0,0,0,0,96,Not Specified,Behavioural Failure,Safety Notice (Amber) - General Issue
1328_T1.15800735,3633,T1.15800735,1328,Safety,Safety Notice (Red) - Serious Issue,Waterproofing,FormAnswer,JPC - Safety - Management,2019-06-26,2019,6,Wednesday,191,0,0,0,0,96,High,Not Applicable,Safety Notice (Red) - Serious Issue
1328_T76201.93,3634,T76201.93,1328,Safety,Safety Notice (Amber) - General Issue,Main Contractor,FormAnswer,JPC - Safety - House Keeping,2019-06-26,2019,6,Wednesday,106,0,0,0,0,96,Not Specified,System Failure,Safety Notice (Amber) - General Issue
1328_T76201.92,3635,T76201.92,1328,Safety,Safety Notice (Amber) - General Issue,Concrete - Formwork,FormAnswer,JPC - Safety - House Keeping,2019-06-26,2019,6,Wednesday,36,1,1,0,0,96,Not Specified,Not Applicable,Safety Notice (Amber) - General Issue
1328_T84104.29,3636,T84104.29,1328,Safety,Safety Notice (Amber) - General Issue,Main Contractor,FormAnswer,JPC - Safety - Access,2019-06-25,2019,6,Tuesday,56,1,0,0,0,95,Not Specified,Not Applicable,Safety Notice (Amber) - General Issue
1328_T84104.28,3637,T84104.28,1328,Safety,Safety Notice (Amber) - General Issue,Main Contractor,FormAnswer,JPC - Quality - Materials,2019-06-25,2019,6,Tuesday,21,1,0,0,0,95,Not Specified,Not Applicable,Safety Notice (Amber) - General Issue
1328_T84104.27,3638,T84104.27,1328,Safety,Safety Notice (Green) - Good Observation,Main Contractor,FormAnswer,JPC - Safety - PPE,2019-06-25,2019,6,Tuesday,25,0,0,0,0,95,Not Specified,Not Applicable,Safety Notice (Green) - Good Observation
1328_T84104.26,3639,T84104.26,1328,Safety,Safety Notice (Green) - Good Observation,Unknown,FormAnswer,JPC - Safety - Management,2019-06-25,2019,6,Tuesday,45,0,0,0,0,95,Not Specified,Not Applicable,Safety Notice (Green) - Good Observation
1328_T84104.25,3640,T84104.25,1328,Safety,Safety Notice (Amber) - General Issue,Unknown,FormAnswer,JPC - Safety - House Keeping,2019-06-25,2019,6,Tuesday,20,1,0,0,0,95,Not Specified,Not Applicable,Safety Notice (Amber) - General Issue
1328_T84104.24,3641,T84104.24,1328,Safety,Safety Notice (Green) - Good Observation,Carpentry,FormAnswer,JPC - Safety - House Keeping,2019-06-25,2019,6,Tuesday,22,1,0,0,0,95,Not Specified,Not Applicable,Safety Notice (Green) - Good Observation
1328_T74906.8,3642,T74906.8,1328,Safety,Safety Notice (Green) - Good Observation,Unknown,FormAnswer,JPC - Safety - Plant & Equipment,2019-06-24,2019,6,Monday,40,1,0,0,0,94,Not Specified,Not Applicable,Safety Notice (Green) - Good Observation
1328_T74906.7,3643,T74906.7,1328,Safety,Safety Notice (Amber) - General Issue,Main Contractor,FormAnswer,JPC - Safety - House Keeping,2019-06-24,2019,6,Monday,103,1,0,0,0,94,Not Specified,Not Applicable,Safety Notice (Amber) - General Issue
1328_T74906.6,3644,T74906.6,1328,Safety,Safety Notice (Amber) - General Issue,Main Contractor,FormAnswer,JPC - Safety - Working At Height,2019-06-24,2019,6,Monday,45,1,0,0,0,94,Not Specified,Not Applicable,Safety Notice (Amber) - General Issue
1328_T74906.5,3645,T74906.5,1328,Safety,Safety Notice (Amber) - General Issue,Groundworks,FormAnswer,JPC - Safety - Access,2019-06-24,2019,6,Monday,62,1,0,0,0,94,Not Specified,Not Applicable,Safety Notice (Amber) - General Issue
1328_T74906.4,3646,T74906.4,1328,Safety,Safety Notice (Amber) - General Issue,Main Contractor,FormAnswer,JPC - Safety - Access,2019-06-24,2019,6,Monday,53,1,0,0,0,94,Not Specified,Not Applicable,Safety Notice (Amber) - General Issue
1328_T76201.91,3647,T76201.91,1328,Safety,Safety Notice (Amber) - General Issue,Carpentry,FormAnswer,JPC - Safety - House Keeping,2019-06-21,2019,6,Friday,146,1,0,0,0,91,Not Specified,Best Practice,Safety Notice (Amber) - General Issue
1328_T76201.90,3648,T76201.90,1328,Safety,Safety Notice (Amber) - General Issue,Main Contractor,FormAnswer,JPC - Safety - House Keeping,2019-06-21,2019,6,Friday,125,1,0,0,0,91,Not Specified,Behavioural Failure,Safety Notice (Amber) - General Issue
1328_T76201.89,3649,T76201.89,1328,Safety,Safety Notice (Amber) - General Issue,Carpentry,FormAnswer,JPC - Safety - Management,2019-06-21,2019,6,Friday,149,1,0,0,0,91,Not Specified,Behavioural Failure,Safety Notice (Amber) - General Issue
1328_T76201.88,3650,T76201.88,1328,Safety,Safety Notice (Amber) - General Issue,Main Contractor,FormAnswer,JPC - Safety - Access,2019-06-21,2019,6,Friday,188,1,0,0,0,91,Not Specified,Not Applicable,Safety Notice (Amber) - General Issue
1328_T76201.87,3651,T76201.87,1328,Safety,Safety Notice (Amber) - General Issue,Piling,FormAnswer,JPC - Safety - House Keeping,2019-06-21,2019,6,Friday,87,1,0,0,0,91,Not Specified,System Failure,Safety Notice (Amber) - General Issue
1328_T76201.86,3652,T76201.86,1328,Safety,Safety Notice (Amber) - General Issue,Main Contractor,FormAnswer,JPC - Safety - House Keeping,2019-06-21,2019,6,Friday,34,1,0,0,0,91,Not Specified,System Failure,Safety Notice (Amber) - General Issue
1328_T76201.85,3653,T76201.85,1328,Safety,Safety Notice (Amber) - General Issue,Carpentry,FormAnswer,JPC - Safety - House Keeping,2019-06-20,2019,6,Thursday,67,1,1,0,0,90,Not Specified,Not Applicable,Safety Notice (Amber) - General Issue
1328_T76201.84,3654,T76201.84,1328,Safety,Safety Notice (Green) - Good Observation,Unknown,FormAnswer,JPC - Safety - Management,2019-06-19,2019,6,Wednesday,95,0,0,0,0,89,Not Specified,Not Applicable,Safety Notice (Green) - Good Observation
1328_T76201.83,3655,T76201.83,1328,Safety,Safety Notice (Amber) - General Issue,Concrete - Formwork,FormAnswer,JPC - Safety - House Keeping,2019-06-19,2019,6,Wednesday,21,1,1,0,0,89,Not Specified,Not Applicable,Safety Notice (Amber) - General Issue
1328_T76201.82,3656,T76201.82,1328,Safety,Safety Notice (Green) - Good Observation,Concrete - Formwork,FormAnswer,JPC - Safety - Management,2019-06-19,2019,6,Wednesday,25,1,0,0,0,89,Not Specified,Not Applicable,Safety Notice (Green) - Good Observation
1328_T76201.81,3657,T76201.81,1328,Safety,Safety Notice (Amber) - General Issue,Unknown,FormAnswer,JPC - Safety - Access,2019-06-19,2019,6,Wednesday,35,1,0,0,0,89,Not Specified,Not Applicable,Safety Notice (Amber) - General Issue
1328_T76201.80,3658,T76201.80,1328,Safety,Safety Notice (Amber) - General Issue,Concrete - Formwork,FormAnswer,JPC - Safety - Plant & Equipment,2019-06-19,2019,6,Wednesday,68,1,0,0,0,89,Not Specified,Not Applicable,Safety Notice (Amber) - General Issue
1328_T76201.79,3659,T76201.79,1328,Safety,Safety Notice (Amber) - General Issue,Concrete - Formwork,FormAnswer,JPC - Safety - Management,2019-06-19,2019,6,Wednesday,38,1,0,0,0,89,Not Specified,Not Applicable,Safety Notice (Amber) - General Issue
1328_T76201.78,3660,T76201.78,1328,Safety,Safety Notice (Amber) - General Issue,Carpentry,FormAnswer,JPC - Safety - Working At Height,2019-06-19,2019,6,Wednesday,17,1,1,0,0,89,Not Specified,Not Applicable,Safety Notice (Amber) - General Issue
1328_T76201.77,3661,T76201.77,1328,Safety,Safety Notice (Amber) - General Issue,Groundworks,FormAnswer,JPC - Safety - Access,2019-06-18,2019,6,Tuesday,39,1,0,0,0,88,Not Specified,Behavioural Failure,Safety Notice (Amber) - General Issue
1328_T76201.76,3662,T76201.76,1328,Quality,JPC - Good Quality Observation,Main Contractor,FormAnswer,JPC - Quality - Information,2019-06-18,2019,6,Tuesday,48,1,0,0,0,88,Not Specified,Not Applicable,Quality - Good Observation
1328_T76201.75,3663,T76201.75,1328,Safety,Safety Notice (Amber) - General Issue,Main Contractor,FormAnswer,JPC - Safety - House Keeping,2019-06-18,2019,6,Tuesday,36,1,0,0,0,88,Not Specified,System Failure,Safety Notice (Amber) - General Issue
1328_T85112.24,3664,T85112.24,1328,Design Team,Design Team - BCAR Assign Certifier,Main Contractor,Not Specified,Not Specified,2019-06-18,2019,6,Tuesday,41,1,1,0,0,88,High,Not Applicable,BCAR - Assign certifier
1328_T85112.23,3665,T85112.23,1328,Design Team,Design Team - BCAR Assign Certifier,Main Contractor,Not Specified,Not Specified,2019-06-18,2019,6,Tuesday,33,1,1,0,0,88,Medium,Not Applicable,BCAR - Assign certifier
1328_T85112.22,3666,T85112.22,1328,Design Team,Design Team - BCAR Assign Certifier,Main Contractor,Not Specified,Not Specified,2019-06-18,2019,6,Tuesday,16,1,1,0,0,88,Medium,Not Applicable,BCAR - Assign certifier
1328_T85112.21,3667,T85112.21,1328,Design Team,Design Team - BCAR Assign Certifier,Main Contractor,Not Specified,Not Specified,2019-06-18,2019,6,Tuesday,8,1,1,0,0,88,Low,Not Applicable,BCAR - Assign certifier
1328_T85112.20,3668,T85112.20,1328,Design Team,Design Team - BCAR Assign Certifier,Main Contractor,Not Specified,Not Specified,2019-06-18,2019,6,Tuesday,8,1,1,0,0,88,Low,Not Applicable,BCAR - Assign certifier
1328_T85112.19,3669,T85112.19,1328,Design Team,Design Team - BCAR Assign Certifier,Main Contractor,Not Specified,Not Specified,2019-06-18,2019,6,Tuesday,8,0,0,0,0,88,Not Specified,Not Applicable,BCAR - Assign certifier
1328_T85112.18,3670,T85112.18,1328,Design Team,Design Team - BCAR Assign Certifier,Main Contractor,Not Specified,Not Specified,2019-06-18,2019,6,Tuesday,8,1,0,0,0,88,Low,Not Applicable,BCAR - Assign certifier
1328_T76201.74,3671,T76201.74,1328,Safety,Safety Notice (Amber) - General Issue,Main Contractor,FormAnswer,JPC - Safety - House Keeping,2019-06-17,2019,6,Monday,19,1,0,0,0,87,Not Specified,Not Applicable,Safety Notice (Amber) - General Issue
1328_T76201.73,3672,T76201.73,1328,Quality,JPC - Good Quality Observation,Main Contractor,FormAnswer,JPC - Safety - House Keeping,2019-06-17,2019,6,Monday,34,1,0,0,0,87,Not Specified,Not Applicable,Quality - Good Observation
1328_T76201.72,3673,T76201.72,1328,Quality,JPC - Good Quality Observation,Main Contractor,FormAnswer,JPC - Safety - Access,2019-06-17,2019,6,Monday,33,1,0,0,0,87,Not Specified,Not Applicable,Quality - Good Observation
1328_T76201.71,3674,T76201.71,1328,Safety,Safety Notice (Red) - Serious Issue,Main Contractor,FormAnswer,JPC - Safety - Plant & Equipment,2019-06-17,2019,6,Monday,61,1,0,0,0,87,Medium,Not Applicable,Safety Notice (Red) - Serious Issue
1328_T76201.70,3675,T76201.70,1328,Quality,JPC - Good Quality Observation,Main Contractor,FormAnswer,JPC - Safety - Plant & Equipment,2019-06-17,2019,6,Monday,31,1,0,0,0,87,Not Specified,Not Applicable,Quality - Good Observation
1328_T76201.69,3676,T76201.69,1328,Safety,Safety Notice (Amber) - General Issue,Main Contractor,FormAnswer,JPC - Safety - Environmental,2019-06-17,2019,6,Monday,66,1,0,0,0,87,Not Specified,Not Applicable,Safety Notice (Amber) - General Issue
1328_T76201.68,3677,T76201.68,1328,Safety,Safety Notice (Amber) - General Issue,Main Contractor,FormAnswer,JPC - Safety - House Keeping,2019-06-17,2019,6,Monday,121,1,0,0,0,87,Not Specified,Not Applicable,Safety Notice (Amber) - General Issue
1328_T76201.67,3678,T76201.67,1328,Safety,Safety Notice (Red) - Serious Issue,Main Contractor,FormAnswer,JPC - Safety - House Keeping,2019-06-17,2019,6,Monday,30,1,0,0,0,87,Medium,Not Applicable,Safety Notice (Red) - Serious Issue
1328_T76201.66,3679,T76201.66,1328,Quality,JPC - Good Quality Observation,Main Contractor,FormAnswer,JPC - Safety - Management,2019-06-17,2019,6,Monday,74,1,0,0,0,87,Not Specified,Not Applicable,Quality - Good Observation
1328_T76201.65,3680,T76201.65,1328,Safety,Safety Notice (Amber) - General Issue,Main Contractor,FormAnswer,JPC - Safety - Access,2019-06-12,2019,6,Wednesday,101,1,0,0,0,82,Not Specified,Behavioural Failure,Safety Notice (Amber) - General Issue
1328_T76201.64,3681,T76201.64,1328,Safety,Safety Notice (Amber) - General Issue,Concrete - Formwork,FormAnswer,JPC - Safety - House Keeping,2019-06-12,2019,6,Wednesday,76,1,0,0,0,82,Not Specified,Behavioural Failure,Safety Notice (Amber) - General Issue
1328_T76201.63,3682,T76201.63,1328,Safety,Safety Notice (Amber) - General Issue,Concrete - Formwork,FormAnswer,JPC - Safety - House Keeping,2019-06-12,2019,6,Wednesday,139,1,0,0,0,82,Not Specified,Behavioural Failure,Safety Notice (Amber) - General Issue
1328_T76201.62,3683,T76201.62,1328,Safety,Safety Notice (Green) - Good Observation,Concrete - Formwork,FormAnswer,JPC - Safety - PPE,2019-06-12,2019,6,Wednesday,66,1,0,0,0,82,Not Specified,Not Applicable,Safety Notice (Green) - Good Observation
1328_T76201.61,3684,T76201.61,1328,Safety,Safety Notice (Green) - Good Observation,Main Contractor,FormAnswer,JPC - Safety - Access,2019-06-12,2019,6,Wednesday,101,1,0,0,0,82,Not Specified,Not Applicable,Safety Notice (Green) - Good Observation
1328_T76201.60,3685,T76201.60,1328,Safety,Safety Notice (Green) - Good Observation,Main Contractor,FormAnswer,JPC - Safety - Management,2019-06-12,2019,6,Wednesday,49,1,0,0,0,82,Not Specified,Not Applicable,Safety Notice (Green) - Good Observation
1328_T74906.3,3686,T74906.3,1328,Safety,Safety Notice (Amber) - General Issue,Main Contractor,FormAnswer,JPC - Quality - Materials,2019-06-11,2019,6,Tuesday,32,1,0,0,0,81,Not Specified,Behavioural Failure,Safety Notice (Amber) - General Issue
1328_T74906.2,3687,T74906.2,1328,Safety,Safety Notice (Amber) - General Issue,Concrete - Formwork,FormAnswer,JPC - Safety - House Keeping,2019-06-11,2019,6,Tuesday,30,1,0,0,0,81,Not Specified,Not Applicable,Safety Notice (Amber) - General Issue
1328_T85112.17,3688,T85112.17,1328,Design Team,Design Team - BCAR Assign Certifier,Main Contractor,Not Specified,Not Specified,2019-06-06,2019,6,Thursday,8,1,1,0,0,76,Not Specified,Not Applicable,BCAR - Assign certifier
1328_T85112.16,3689,T85112.16,1328,Design Team,Design Team - BCAR Assign Certifier,Main Contractor,Not Specified,Not Specified,2019-06-06,2019,6,Thursday,13,1,1,0,0,76,Not Specified,Not Applicable,BCAR - Assign certifier
1328_T85112.15,3690,T85112.15,1328,Design Team,Design Team - BCAR Assign Certifier,Main Contractor,Not Specified,Not Specified,2019-06-06,2019,6,Thursday,22,1,1,0,0,76,Medium,Not Applicable,BCAR - Assign certifier
1328_T85112.14,3691,T85112.14,1328,Design Team,Design Team - BCAR Assign Certifier,Main Contractor,Not Specified,Not Specified,2019-06-06,2019,6,Thursday,17,1,1,0,0,76,Medium,Not Applicable,BCAR - Assign certifier
1328_T85112.13,3692,T85112.13,1328,Design Team,Design Team - BCAR Assign Certifier,Main Contractor,Not Specified,Not Specified,2019-06-06,2019,6,Thursday,22,1,1,0,0,76,Low,Not Applicable,BCAR - Assign certifier
1328_T76201.59,3693,T76201.59,1328,Safety,Safety Notice (Green) - Good Observation,Main Contractor,FormAnswer,JPC - Safety - PPE,2019-06-05,2019,6,Wednesday,24,0,0,0,0,75,Not Specified,Not Applicable,Safety Notice (Green) - Good Observation
1328_T76201.58,3694,T76201.58,1328,Safety,Safety Notice (Green) - Good Observation,Carpentry,FormAnswer,JPC - Safety - Management,2019-06-05,2019,6,Wednesday,15,1,1,0,0,75,Not Specified,Not Applicable,Safety Notice (Green) - Good Observation
1328_T76201.57,3695,T76201.57,1328,Safety,Safety Notice (Amber) - General Issue,Groundworks,FormAnswer,JPC - Safety - Working At Height,2019-06-05,2019,6,Wednesday,31,1,0,0,0,75,Not Specified,Not Applicable,Safety Notice (Amber) - General Issue
1328_T76201.56,3696,T76201.56,1328,Safety,Safety Notice (Amber) - General Issue,Main Contractor,FormAnswer,JPC - Safety - Access,2019-06-05,2019,6,Wednesday,41,1,0,0,0,75,Not Specified,Behavioural Failure,Safety Notice (Amber) - General Issue
1328_T76201.55,3697,T76201.55,1328,Safety,Safety Notice (Amber) - General Issue,Groundworks,FormAnswer,JPC - Safety - Access,2019-06-05,2019,6,Wednesday,36,1,0,0,0,75,Not Specified,Behavioural Failure,Safety Notice (Amber) - General Issue
1328_T76201.54,3698,T76201.54,1328,Safety,Safety Notice (Amber) - General Issue,Main Contractor,FormAnswer,JPC - Quality - Materials,2019-06-05,2019,6,Wednesday,16,1,1,0,0,75,Not Specified,Behavioural Failure,Safety Notice (Amber) - General Issue
1328_T76201.53,3699,T76201.53,1328,Safety,Safety Notice (Green) - Good Observation,Main Contractor,FormAnswer,JPC - Safety - Access,2019-06-05,2019,6,Wednesday,12,1,0,0,0,75,Not Specified,Not Applicable,Safety Notice (Green) - Good Observation
1328_T76201.52,3700,T76201.52,1328,Safety,Safety Notice (Amber) - General Issue,Concrete - Formwork,FormAnswer,JPC - Quality - Materials,2019-06-05,2019,6,Wednesday,16,1,1,0,0,75,Not Specified,Behavioural Failure,Safety Notice (Amber) - General Issue
1328_T76201.51,3701,T76201.51,1328,Safety,Safety Notice (Amber) - General Issue,Carpentry,FormAnswer,JPC - Safety - Plant & Equipment,2019-06-05,2019,6,Wednesday,22,1,0,0,0,75,Not Specified,Behavioural Failure,Safety Notice (Amber) - General Issue
1328_T76201.49,3702,T76201.49,1328,Safety,Safety Notice (Green) - Good Observation,Main Contractor,FormAnswer,JPC - Safety - Management,2019-05-24,2019,5,Friday,47,1,0,0,0,63,Not Specified,Not Applicable,Safety Notice (Green) - Good Observation
1328_T76201.48,3703,T76201.48,1328,Safety,Safety Notice (Green) - Good Observation,Unknown,FormAnswer,JPC - Safety - PPE,2019-05-24,2019,5,Friday,76,1,0,0,0,63,Not Specified,Not Applicable,Safety Notice (Green) - Good Observation
1328_T76201.47,3704,T76201.47,1328,Quality,JPC - Good Quality Observation,Main Contractor,FormAnswer,JPC - Safety - Access,2019-05-24,2019,5,Friday,106,1,0,0,0,63,Not Specified,Not Applicable,Quality - Good Observation
1328_T76201.46,3705,T76201.46,1328,Safety,Safety Notice (Green) - Good Observation,Main Contractor,FormAnswer,JPC - Safety - Access,2019-05-24,2019,5,Friday,95,1,0,0,0,63,Not Specified,Not Applicable,Safety Notice (Green) - Good Observation
1328_T76201.45,3706,T76201.45,1328,Safety,Safety Notice (Amber) - General Issue,Main Contractor,FormAnswer,JPC - Safety - Access,2019-05-24,2019,5,Friday,93,1,0,0,0,63,Not Specified,Behavioural Failure,Safety Notice (Amber) - General Issue
1328_T76201.44,3707,T76201.44,1328,Safety,Safety Notice (Amber) - General Issue,Main Contractor,FormAnswer,JPC - Safety - Access,2019-05-24,2019,5,Friday,93,1,0,0,0,63,Not Specified,Behavioural Failure,Safety Notice (Amber) - General Issue
1328_T76201.43,3708,T76201.43,1328,Safety,Safety Notice (Amber) - General Issue,Piling,FormAnswer,JPC - Safety - House Keeping,2019-05-24,2019,5,Friday,59,1,0,0,0,63,Not Specified,Behavioural Failure,Safety Notice (Amber) - General Issue
1328_T76201.42,3709,T76201.42,1328,Safety,Safety Notice (Amber) - General Issue,Unknown,FormAnswer,JPC - Safety - Management,2019-05-23,2019,5,Thursday,51,1,0,0,0,62,Not Specified,Not Applicable,Safety Notice (Amber) - General Issue
1328_T76201.41,3710,T76201.41,1328,Safety,Safety Notice (Amber) - General Issue,Unknown,FormAnswer,JPC - Safety - House Keeping,2019-05-23,2019,5,Thursday,37,1,0,0,0,62,Not Specified,Not Applicable,Safety Notice (Amber) - General Issue
1328_T76201.40,3711,T76201.40,1328,Safety,Safety Notice (Amber) - General Issue,Unknown,FormAnswer,JPC - Safety - Access,2019-05-23,2019,5,Thursday,45,1,0,0,0,62,Not Specified,Not Applicable,Safety Notice (Amber) - General Issue
1328_T76201.39,3712,T76201.39,1328,Safety,Safety Notice (Amber) - General Issue,Unknown,FormAnswer,JPC - Quality - Information,2019-05-23,2019,5,Thursday,44,1,0,0,0,62,Not Specified,Not Applicable,Safety Notice (Amber) - General Issue
1328_T76201.38,3713,T76201.38,1328,Safety,Safety Notice (Green) - Good Observation,Unknown,FormAnswer,JPC - Quality - Management,2019-05-23,2019,5,Thursday,40,1,0,0,0,62,Not Specified,Not Applicable,Safety Notice (Green) - Good Observation
1328_T76201.37,3714,T76201.37,1328,Safety,Safety Notice (Amber) - General Issue,Unknown,FormAnswer,JPC - Quality - Information,2019-05-23,2019,5,Thursday,19,1,0,0,0,62,Not Specified,Not Applicable,Safety Notice (Amber) - General Issue
1328_T76201.36,3715,T76201.36,1328,Safety,Safety Notice (Green) - Good Observation,Unknown,FormAnswer,JPC - Safety - Access,2019-05-23,2019,5,Thursday,31,1,0,0,0,62,Not Specified,Not Applicable,Safety Notice (Green) - Good Observation
1328_T76201.35,3716,T76201.35,1328,Safety,Safety Notice (Amber) - General Issue,Unknown,FormAnswer,JPC - Safety - Access,2019-05-23,2019,5,Thursday,35,1,0,0,0,62,Not Specified,Not Applicable,Safety Notice (Amber) - General Issue
1328_T76201.34,3717,T76201.34,1328,Safety,Safety Notice (Green) - Good Observation,Unknown,FormAnswer,JPC - Safety - Access,2019-05-23,2019,5,Thursday,49,1,0,0,0,62,Not Specified,Not Applicable,Safety Notice (Green) - Good Observation
1328_T76201.33,3718,T76201.33,1328,Safety,Safety Notice (Amber) - General Issue,Groundworks,FormAnswer,JPC - Safety - Access,2019-05-23,2019,5,Thursday,40,1,0,0,0,62,Not Specified,Not Applicable,Safety Notice (Amber) - General Issue
1328_T76201.32,3719,T76201.32,1328,Safety,Safety Notice (Amber) - General Issue,Unknown,FormAnswer,JPC - Quality - Materials,2019-05-23,2019,5,Thursday,12,1,0,0,0,62,Not Specified,Not Applicable,Safety Notice (Amber) - General Issue
1328_T76201.31,3720,T76201.31,1328,Safety,Safety Notice (Green) - Good Observation,Unknown,FormAnswer,JPC - Safety - Access,2019-05-23,2019,5,Thursday,26,1,0,0,0,62,Not Specified,Not Applicable,Safety Notice (Green) - Good Observation
1328_T76201.30,3721,T76201.30,1328,Safety,Safety Notice (Green) - Good Observation,Unknown,FormAnswer,JPC - Safety - Access,2019-05-23,2019,5,Thursday,29,1,0,0,0,62,Not Specified,Not Applicable,Safety Notice (Green) - Good Observation
1328_T76201.29,3722,T76201.29,1328,Safety,Safety Notice (Red) - Serious Issue,Main Contractor,FormAnswer,JPC - Safety - Management,2019-05-23,2019,5,Thursday,34,1,0,0,0,62,Not Specified,Not Applicable,Safety Notice (Red) - Serious Issue
1328_T76201.28,3723,T76201.28,1328,Safety,Safety Notice (Amber) - General Issue,Groundworks,FormAnswer,JPC - Safety - Plant & Equipment,2019-05-23,2019,5,Thursday,29,0,1,0,0,62,Not Specified,Behavioural Failure,Safety Notice (Amber) - General Issue
1328_T76201.27,3724,T76201.27,1328,Safety,Safety Notice (Amber) - General Issue,Groundworks,FormAnswer,JPC - Safety - Plant & Equipment,2019-05-23,2019,5,Thursday,34,1,0,0,0,62,Not Specified,Behavioural Failure,Safety Notice (Amber) - General Issue
1328_T76201.26,3725,T76201.26,1328,Safety,Safety Notice (Amber) - General Issue,Main Contractor,FormAnswer,JPC - Safety - Access,2019-05-23,2019,5,Thursday,18,1,0,0,0,62,Not Specified,Best Practice,Safety Notice (Amber) - General Issue
1328_T76201.25,3726,T76201.25,1328,Safety,Safety Notice (Amber) - General Issue,Main Contractor,FormAnswer,JPC - Safety - House Keeping,2019-05-23,2019,5,Thursday,15,1,0,0,0,62,Not Specified,Behavioural Failure,Safety Notice (Amber) - General Issue
1328_T76201.24,3727,T76201.24,1328,Safety,Safety Notice (Amber) - General Issue,Carpentry,FormAnswer,JPC - Safety - Plant & Equipment,2019-05-23,2019,5,Thursday,30,1,0,0,0,62,Not Specified,Behavioural Failure,Safety Notice (Amber) - General Issue
1328_T85112.12,3728,T85112.12,1328,Design Team,Design Team - BCAR Assign Certifier,Unknown,Not Specified,Not Specified,2019-05-21,2019,5,Tuesday,10,0,0,0,0,60,Not Specified,Not Applicable,BCAR - Assign certifier
1328_T85112.11,3729,T85112.11,1328,Design Team,Design Team - BCAR Assign Certifier,Unknown,Not Specified,Not Specified,2019-05-21,2019,5,Tuesday,22,0,0,0,0,60,Not Specified,Not Applicable,BCAR - Assign certifier
1328_T85112.10,3730,T85112.10,1328,Design Team,Design Team - BCAR Assign Certifier,Unknown,Not Specified,Not Specified,2019-05-21,2019,5,Tuesday,22,1,0,0,0,60,Not Specified,Not Applicable,BCAR - Assign certifier
1328_T85112.9,3731,T85112.9,1328,Design Team,Design Team - BCAR Assign Certifier,Unknown,Not Specified,Not Specified,2019-05-21,2019,5,Tuesday,10,1,0,0,0,60,Not Specified,Not Applicable,BCAR - Assign certifier
1328_T85112.8,3732,T85112.8,1328,Design Team,Design Team - BCAR Assign Certifier,Unknown,Not Specified,Not Specified,2019-05-21,2019,5,Tuesday,20,1,0,0,0,60,Not Specified,Not Applicable,BCAR - Assign certifier
1328_T85112.7,3733,T85112.7,1328,Design Team,Design Team - BCAR Assign Certifier,Unknown,Not Specified,Not Specified,2019-05-21,2019,5,Tuesday,16,1,0,0,0,60,Not Specified,Not Applicable,BCAR - Assign certifier
1328_T85112.6,3734,T85112.6,1328,Design Team,Design Team - BCAR Assign Certifier,Main Contractor,Not Specified,Not Specified,2019-05-20,2019,5,Monday,93,1,0,0,0,59,Not Specified,Not Applicable,BCAR - Assign certifier
1328_T85112.5,3735,T85112.5,1328,Design Team,Design Team - BCAR Assign Certifier,Main Contractor,Not Specified,Not Specified,2019-05-20,2019,5,Monday,83,0,0,1,0,59,Not Specified,Not Applicable,BCAR - Assign certifier
1328_T85112.4,3736,T85112.4,1328,Design Team,Design Team - BCAR Assign Certifier,Main Contractor,Not Specified,Not Specified,2019-05-20,2019,5,Monday,76,0,1,0,0,59,Not Specified,Not Applicable,BCAR - Assign certifier
1328_T85112.3,3737,T85112.3,1328,Design Team,Design Team - BCAR Assign Certifier,Main Contractor,Not Specified,Not Specified,2019-05-20,2019,5,Monday,58,1,0,0,0,59,Not Specified,Not Applicable,BCAR - Assign certifier
1328_T85112.2,3738,T85112.2,1328,Design Team,Design Team - BCAR Assign Certifier,Main Contractor,Not Specified,Not Specified,2019-05-20,2019,5,Monday,75,1,0,0,0,59,Not Specified,Not Applicable,BCAR - Assign certifier
1328_T1.14874516,3739,T1.14874516,1328,Safety,Safety Notice (Green) - Good Observation,Main Contractor,FormAnswer,JPC - Safety - Access,2019-05-17,2019,5,Friday,154,0,0,0,0,56,Not Specified,Not Applicable,Safety Notice (Green) - Good Observation
1328_T76201.23,3740,T76201.23,1328,Safety,Safety Notice (Amber) - General Issue,Groundworks,FormAnswer,JPC - Safety - House Keeping,2019-05-17,2019,5,Friday,104,1,0,0,0,56,Not Specified,Behavioural Failure,Safety Notice (Amber) - General Issue
1328_T76201.22,3741,T76201.22,1328,Safety,Safety Notice (Amber) - General Issue,Main Contractor,FormAnswer,JPC - Safety - Access,2019-05-17,2019,5,Friday,227,1,0,0,0,56,Not Specified,Best Practice,Safety Notice (Amber) - General Issue
